Component	CO2_FF	CO2_AFOLU	CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC	CFC-13	HCFC-124	HCFC-133a	HFC152a	HFC365mfc	HFC236fa	C3F8	C4F8	C4F10	NF3	SO2F2
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg  Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  
Reference	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	No data	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	
2297	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2298	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2299	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2300	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2301	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2302	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2304	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2305	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2306	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2307	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2308	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2309	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2310	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2311	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2312	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2313	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2314	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2315	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2316	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2317	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2318	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2319	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2320	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2321	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2322	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2323	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2324	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2325	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2326	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2327	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2328	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2329	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2330	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2331	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2332	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2333	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2334	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2335	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2336	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2337	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2338	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2339	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2340	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2341	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2342	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2343	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2344	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2345	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2346	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2347	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2348	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2349	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2350	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2351	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2352	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2353	0.0	0.0	122.10259461	4.5554158	1.01746209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81457732	220.68790486	40.27205597	50.65589802	1.0705356	10.02114731	0.14009626	0.68123218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
