Component	CO2_FF	CO2_AFOLU	CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC	CFC-13	HCFC-124	HCFC-133a	HFC152a	HFC365mfc	HFC236fa	C3F8	C4F8	C4F10	NF3	SO2F2
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg  Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total  
Reference	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	No data	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	ssp245	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	agage	
2078	8.63942702	-0.86184915	305.65363474	6.74112486	19.63295523	2.91456	0.00024	4e-05	0.00071695	0.15922784	116.6349	0.99796	0.0	0.00443268	3.90316994	0.0	0.03384713	0.01994	0.1248	0.02188	214.236714	145.52746	83.73762	2.8626083	0.01726	31.0689866	0.04598	0.2966555	0.6309	0.14065645	4.3678798	1.37542	27.76149257	516.01669872	149.7232699	70.49877814	1.21392053	11.20258998	2.75241612	7.52448266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2079	8.442766	-0.89419887	304.28045912	6.66588078	19.4621787	2.77248	0.00017	2e-05	0.00058252	0.15258163	116.00345	0.92498	0.0	0.00295512	3.64891077	0.0	0.02812419	0.01792	0.11955	0.02079	214.547927	146.03318	83.94641	2.8402749	0.01578	31.2110793	0.04204	0.29519421	0.5964	0.13296499	4.128972	1.32536	27.57515506	508.31756822	148.14341781	70.2030574	1.20792348	11.15237196	2.67028525	7.27451489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2080	8.24610499	-0.9265486	302.90728351	6.5906367	19.29140217	2.6304	0.0001	0.0	0.00044809	0.14593541	115.372	0.852	0.0	0.00147756	3.3946516	0.0	0.02240124	0.0159	0.1143	0.0197	214.85914	146.5389	84.1552	2.8179415	0.0143	31.353172	0.0381	0.29373291	0.5619	0.12527352	3.8900642	1.2753	27.38881755	500.61843772	146.56356571	69.90733666	1.20192643	11.10215393	2.58815438	7.02454712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2081	7.98444486	-0.95163343	302.49818756	6.53734776	19.02362168	2.53814	9e-05	0.0	0.00042569	0.14136394	115.2556	0.81269	0.0	0.00134622	3.24927085	0.0	0.02079064	0.01501	0.1107	0.01899	215.436683	147.56354	84.37399	2.80653492	0.01358	31.5408237	0.03618	0.29353643	0.55554	0.1238512	3.84606461	1.23543	27.17436105	493.40128234	144.96699509	69.65501722	1.19532633	11.04771586	2.51814425	6.8358004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2082	7.72278474	-0.97671826	302.08909161	6.48405881	18.75584119	2.44588	8e-05	0.0	0.00040329	0.13679247	115.1392	0.77338	0.0	0.00121488	3.1038901	0.0	0.01918004	0.01412	0.1071	0.01828	216.014226	148.58818	84.59278	2.79512834	0.01286	31.7284754	0.03426	0.29333996	0.54918	0.12242888	3.80206502	1.19556	26.95990456	486.18412697	143.37042446	69.40269777	1.18872623	10.99327779	2.44813412	6.64705369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2083	7.46112461	-1.0018031	301.67999566	6.43076986	18.4880607	2.35362	7e-05	0.0	0.00038088	0.132221	115.0228	0.73407	0.0	0.00108354	2.95850935	0.0	0.01756944	0.01323	0.1035	0.01757	216.591769	149.61282	84.81157	2.78372176	0.01214	31.9161271	0.03234	0.29314348	0.54282	0.12100656	3.75806543	1.15569	26.74544806	478.96697159	141.77385383	69.15037833	1.18212613	10.93883971	2.37812399	6.45830697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2084	7.19946449	-1.02688793	301.27089971	6.37748092	18.22028021	2.26136	6e-05	0.0	0.00035848	0.12764953	114.9064	0.69476	0.0	0.0009522	2.8131286	0.0	0.01595884	0.01234	0.0999	0.01686	217.169312	150.63746	85.03036	2.77231518	0.01142	32.1037788	0.03042	0.292947	0.53646	0.11958424	3.71406584	1.11582	26.53099157	471.74981622	140.17728321	68.89805889	1.17552603	10.88440164	2.30811386	6.26956025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2085	6.93780436	-1.05197277	300.86180376	6.32419197	17.95249972	2.1691	5e-05	0.0	0.00033607	0.12307805	114.79	0.65545	0.0	0.00082087	2.66774785	0.0	0.01434824	0.01145	0.0963	0.01615	217.746855	151.6621	85.24915	2.7609086	0.0107	32.2914305	0.0285	0.29275053	0.5301	0.11816192	3.67006625	1.07595	26.31653507	464.53266084	138.58071258	68.64573944	1.16892593	10.82996356	2.23810372	6.08081354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2086	6.67614423	-1.0770576	300.45270781	6.27090303	17.68471923	2.07684	4e-05	0.0	0.00031367	0.11850658	114.6736	0.61614	0.0	0.00068953	2.5223671	0.0	0.01273764	0.01056	0.0927	0.01544	218.324398	152.68674	85.46794	2.74950202	0.00998	32.4790822	0.02658	0.29255405	0.52374	0.11673961	3.62606666	1.03608	26.10207857	457.31550546	136.98414195	68.39342	1.16232582	10.77552549	2.16809359	5.89206682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2087	6.41448411	-1.10214244	300.04361186	6.21761408	17.41693874	1.98458	3e-05	0.0	0.00029126	0.11393511	114.5572	0.57683	0.0	0.00055819	2.37698635	0.0	0.01112704	0.00967	0.0891	0.01473	218.901941	153.71138	85.68673	2.73809544	0.00926	32.6667339	0.02466	0.29235757	0.51738	0.11531729	3.58206707	0.99621	25.88762208	450.09835009	135.38757133	68.14110056	1.15572572	10.72108742	2.09808346	5.7033201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2088	6.15282398	-1.12722727	299.63451591	6.16432514	17.14915825	1.89232	2e-05	0.0	0.00026886	0.10936364	114.4408	0.53752	0.0	0.00042685	2.2316056	0.0	0.00951644	0.00878	0.0855	0.01402	219.479484	154.73602	85.90552	2.72668886	0.00854	32.8543856	0.02274	0.29216109	0.51102	0.11389497	3.53806748	0.95634	25.67316558	442.88119471	133.7910007	67.88878111	1.14912562	10.66664934	2.02807333	5.51457339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2089	5.89116385	-1.1523121	299.22541997	6.11103619	16.88137775	1.80006	1e-05	0.0	0.00024645	0.10479217	114.3244	0.49821	0.0	0.00029551	2.08622485	0.0	0.00790584	0.00789	0.0819	0.01331	220.057027	155.76066	86.12431	2.71528228	0.00782	33.0420373	0.02082	0.29196462	0.50466	0.11247265	3.49406789	0.91647	25.45870909	435.66403934	132.19443007	67.63646167	1.14252552	10.61221127	1.9580632	5.32582667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2090	5.62950373	-1.17739694	298.81632402	6.05774724	16.61359726	1.7078	0.0	0.0	0.00022405	0.1002207	114.208	0.4589	0.0	0.00016417	1.9408441	0.0	0.00629524	0.007	0.0783	0.0126	220.63457	156.7853	86.3431	2.7038757	0.0071	33.229689	0.0189	0.29176814	0.4983	0.11105033	3.4500683	0.8766	25.24425259	428.44688396	130.59785945	67.38414223	1.13592542	10.55777319	1.88805307	5.13707996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2091	5.46154251	-1.19056843	298.44998528	6.00734899	16.49643947	1.64769	0.0012	0.0	0.00020164	0.09705584	114.15364	0.43762	0.0	0.00105071	1.86679494	0.0	0.00775868	0.0071	0.07583	0.01215	219.413929	156.47905	85.86515	2.67444168	0.00639	33.119821	0.01701	0.28952094	0.49533	0.11039387	3.42947849	0.86816	25.08166796	424.09432595	129.60794855	67.1826857	1.12938644	10.50411061	1.85728986	5.07522379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2092	5.2935813	-1.20373993	298.08364653	5.95695074	16.37928168	1.58758	0.0024	0.0	0.00017924	0.09389097	114.09928	0.41634	0.0	0.00193724	1.79274578	0.0	0.00922212	0.0072	0.07336	0.0117	218.193288	156.1728	85.3872	2.64500766	0.00568	33.009953	0.01512	0.28727373	0.49236	0.10973742	3.40888868	0.85972	24.91908334	419.74176794	128.61803765	66.98122917	1.12284745	10.45044802	1.82652665	5.01336763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2093	5.12562008	-1.21691143	297.71730779	5.90655248	16.26212389	1.52747	0.0036	0.0	0.00015683	0.09072611	114.04492	0.39506	0.0	0.00282378	1.71869662	0.0	0.01068556	0.0073	0.07089	0.01125	216.972647	155.86655	84.90925	2.61557364	0.00497	32.900085	0.01323	0.28502653	0.48939	0.10908096	3.38829887	0.85128	24.75649871	415.38920993	127.62812675	66.77977264	1.11630847	10.39678543	1.79576343	4.95151147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2094	4.95765887	-1.23008292	297.35096905	5.85615423	16.1449661	1.46736	0.0048	0.0	0.00013443	0.08756124	113.99056	0.37378	0.0	0.00371031	1.64464746	0.0	0.012149	0.0074	0.06842	0.0108	215.752006	155.5603	84.4313	2.58613962	0.00426	32.790217	0.01134	0.28277932	0.48642	0.10842451	3.36770906	0.84284	24.59391408	411.03665192	126.63821585	66.57831611	1.10976949	10.34312284	1.76500022	4.88965531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2095	4.78969765	-1.24325442	296.98463031	5.80575597	16.0278083	1.40725	0.006	0.0	0.00011202	0.08439638	113.9362	0.3525	0.0	0.00459685	1.5705983	0.0	0.01361243	0.0075	0.06595	0.01035	214.531365	155.25405	83.95335	2.5567056	0.00355	32.680349	0.00945	0.28053212	0.48345	0.10776805	3.34711925	0.8344	24.43132946	406.68409391	125.64830496	66.37685958	1.10323051	10.28946025	1.73423701	4.82779915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2096	4.62173643	-1.25642592	296.61829157	5.75535772	15.91065051	1.34714	0.0072	0.0	8.962e-05	0.08123152	113.88184	0.33122	0.0	0.00548338	1.49654914	0.0	0.01507587	0.0076	0.06348	0.0099	213.310724	154.9478	83.4754	2.52727158	0.00284	32.570481	0.00756	0.27828492	0.48048	0.1071116	3.32652944	0.82596	24.26874483	402.3315359	124.65839406	66.17540305	1.09669152	10.23579766	1.7034738	4.76594298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2097	4.45377522	-1.26959741	296.25195283	5.70495947	15.79349272	1.28703	0.0084	0.0	6.721e-05	0.07806665	113.82748	0.30994	0.0	0.00636992	1.42249998	0.0	0.01653931	0.0077	0.06101	0.00945	212.090083	154.64155	82.99745	2.49783756	0.00213	32.460613	0.00567	0.27603771	0.47751	0.10645514	3.30593963	0.81752	24.1061602	397.97897789	123.66848316	65.97394651	1.09015254	10.18213507	1.67271059	4.70408682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2098	4.285814	-1.28276891	295.88561409	5.65456121	15.67633493	1.22692	0.0096	0.0	4.481e-05	0.07490179	113.77312	0.28866	0.0	0.00725646	1.34845082	0.0	0.01800275	0.0078	0.05854	0.009	210.869442	154.3353	82.5195	2.46840354	0.00142	32.350745	0.00378	0.27379051	0.47454	0.10579869	3.28534982	0.80908	23.94357557	393.62641988	122.67857226	65.77248998	1.08361356	10.12847249	1.64194737	4.64223066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2099	4.11785279	-1.2959404	295.51927535	5.60416296	15.55917713	1.16681	0.0108	0.0	2.24e-05	0.07173692	113.71876	0.26738	0.0	0.00814299	1.27440166	0.0	0.01946619	0.0079	0.05607	0.00855	209.648801	154.02905	82.04155	2.43896952	0.00071	32.240877	0.00189	0.2715433	0.47157	0.10514223	3.26476001	0.80064	23.78099095	389.27386188	121.68866136	65.57103345	1.07707458	10.0748099	1.61118416	4.5803745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2100	3.94989157	-1.3091119	295.15293661	5.55376471	15.44201934	1.1067	0.012	0.0	0.0	0.06857206	113.6644	0.2461	0.0	0.00902953	1.2003525	0.0	0.02092963	0.008	0.0536	0.0081	208.42816	153.7228	81.5636	2.4095355	0.0	32.131009	0.0	0.2692961	0.4686	0.10448578	3.2441702	0.7922	23.61840632	384.92130387	120.69875047	65.36957692	1.0705356	10.02114731	1.58042095	4.51851834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2101	3.92355896	-1.28292966	293.99926766	5.54710905	15.34585563	1.099322	0.01192	0.0	0.0	0.06811491	112.90663733	0.24445933	0.0	0.00896933	1.19235015	0.0	0.0207901	0.00794667	0.05324267	0.008046	207.03863893	152.69798133	81.01984267	2.39347193	0.0	31.91680227	0.0	0.26750079	0.465476	0.10378921	3.2225424	0.78691867	23.49304746	383.82641454	120.1625725	65.27148573	1.0705356	10.02114731	1.57081879	4.49293643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2102	3.89722635	-1.25674742	292.84559872	5.54045339	15.24969191	1.091944	0.01184	0.0	0.0	0.06765776	112.14887467	0.24281867	0.0	0.00890913	1.1843478	0.0	0.02065057	0.00789333	0.05288533	0.007992	205.64911787	151.67316267	80.47608533	2.37740836	0.0	31.70259555	0.0	0.26570549	0.462352	0.10309264	3.2009146	0.78163733	23.3676886	382.73152521	119.62639454	65.17339454	1.0705356	10.02114731	1.56121662	4.46735452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2103	3.87089374	-1.23056519	291.69192977	5.53379773	15.1535282	1.084566	0.01176	0.0	0.0	0.06720062	111.391112	0.241178	0.0	0.00884894	1.17634545	0.0	0.02051104	0.00784	0.052528	0.007938	204.2595968	150.648344	79.932328	2.36134479	0.0	31.48838882	0.0	0.26391018	0.459228	0.10239606	3.1792868	0.776356	23.24232974	381.63663589	119.09021658	65.07530334	1.0705356	10.02114731	1.55161446	4.44177261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2104	3.84456113	-1.20438295	290.53826082	5.52714207	15.05736448	1.077188	0.01168	0.0	0.0	0.06674347	110.63334933	0.23953733	0.0	0.00878874	1.1683431	0.0	0.0203715	0.00778667	0.05217067	0.007884	202.87007573	149.62352533	79.38857067	2.34528122	0.0	31.27418209	0.0	0.26211487	0.456104	0.10169949	3.15765899	0.77107467	23.11697088	380.54174656	118.55403861	64.97721215	1.0705356	10.02114731	1.54201229	4.41619071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2105	3.81822852	-1.17820071	289.38459188	5.52048641	14.96120077	1.06981	0.0116	0.0	0.0	0.06628632	109.87558667	0.23789667	0.0	0.00872854	1.16034075	0.0	0.02023197	0.00773333	0.05181333	0.00783	201.48055467	148.59870667	78.84481333	2.32921765	0.0	31.05997537	0.0	0.26031956	0.45298	0.10100292	3.13603119	0.76579333	22.99161202	379.44685723	118.01786065	64.87912096	1.0705356	10.02114731	1.53241013	4.3906088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2106	3.79189591	-1.15201847	288.23092293	5.51383075	14.86503705	1.062432	0.01152	0.0	0.0	0.06582918	109.117824	0.236256	0.0	0.00866834	1.1523384	0.0	0.02009244	0.00768	0.051456	0.007776	200.0910336	147.573888	78.301056	2.31315408	0.0	30.84576864	0.0	0.25852426	0.449856	0.10030635	3.11440339	0.760512	22.86625316	378.35196791	117.48168269	64.78102977	1.0705356	10.02114731	1.52280796	4.36502689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2107	3.7655633	-1.12583623	287.07725398	5.50717509	14.76887334	1.055054	0.01144	0.0	0.0	0.06537203	108.36006133	0.23461533	0.0	0.00860815	1.14433605	0.0	0.01995291	0.00762667	0.05109867	0.007722	198.70151253	146.54906933	77.75729867	2.29709051	0.0	30.63156191	0.0	0.25672895	0.446732	0.09960978	3.09277559	0.75523067	22.7408943	377.25707858	116.94550472	64.68293857	1.0705356	10.02114731	1.5132058	4.33944498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2108	3.73923069	-1.099654	285.92358504	5.50051943	14.67270962	1.047676	0.01136	0.0	0.0	0.06491488	107.60229867	0.23297467	0.0	0.00854795	1.1363337	0.0	0.01981338	0.00757333	0.05074133	0.007668	197.31199147	145.52425067	77.21354133	2.28102694	0.0	30.41735519	0.0	0.25493364	0.443608	0.09891321	3.07114779	0.74994933	22.61553544	376.16218925	116.40932676	64.58484738	1.0705356	10.02114731	1.50360363	4.31386308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2109	3.71289808	-1.07347176	284.76991609	5.49386377	14.57654591	1.040298	0.01128	0.0	0.0	0.06445774	106.844536	0.231334	0.0	0.00848775	1.12833135	0.0	0.01967385	0.00752	0.050384	0.007614	195.9224704	144.499432	76.669784	2.26496337	0.0	30.20314846	0.0	0.25313833	0.440484	0.09821663	3.04951999	0.744668	22.49017658	375.06729992	115.8731488	64.48675619	1.0705356	10.02114731	1.49400147	4.28828117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2110	3.68656547	-1.04728952	283.61624714	5.48720811	14.48038219	1.03292	0.0112	0.0	0.0	0.06400059	106.08677333	0.22969333	0.0	0.00842756	1.120329	0.0	0.01953432	0.00746667	0.05002667	0.00756	194.53294933	143.47461333	76.12602667	2.2488998	0.0	29.98894173	0.0	0.25134303	0.43736	0.09752006	3.02789219	0.73938667	22.36481772	373.9724106	115.33697083	64.388665	1.0705356	10.02114731	1.4843993	4.26269926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2111	3.66023286	-1.02110728	282.4625782	5.48055245	14.38421848	1.025542	0.01112	0.0	0.0	0.06354344	105.32901067	0.22805267	0.0	0.00836736	1.11232665	0.0	0.01939479	0.00741333	0.04966933	0.007506	193.14342827	142.44979467	75.58226933	2.23283623	0.0	29.77473501	0.0	0.24954772	0.434236	0.09682349	3.00626439	0.73410533	22.23945886	372.87752127	114.80079287	64.2905738	1.0705356	10.02114731	1.47479714	4.23711735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2112	3.63390025	-0.99492504	281.30890925	5.47389679	14.28805476	1.018164	0.01104	0.0	0.0	0.06308629	104.571248	0.226412	0.0	0.00830716	1.1043243	0.0	0.01925526	0.00736	0.049312	0.007452	191.7539072	141.424976	75.038512	2.21677266	0.0	29.56052828	0.0	0.24775241	0.431112	0.09612692	2.98463658	0.728824	22.1141	371.78263194	114.26461491	64.19248261	1.0705356	10.02114731	1.46519497	4.21153544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2113	3.60756764	-0.96874281	280.1552403	5.46724113	14.19189105	1.010786	0.01096	0.0	0.0	0.06262915	103.81348533	0.22477133	0.0	0.00824697	1.09632195	0.0	0.01911573	0.00730667	0.04895467	0.007398	190.36438613	140.40015733	74.49475467	2.20070909	0.0	29.34632155	0.0	0.2459571	0.427988	0.09543035	2.96300878	0.72354267	21.98874114	370.68774262	113.72843694	64.09439142	1.0705356	10.02114731	1.45559281	4.18595354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2114	3.58123503	-0.94256057	279.00157136	5.46058548	14.09572733	1.003408	0.01088	0.0	0.0	0.062172	103.05572267	0.22313067	0.0	0.00818677	1.0883196	0.0	0.0189762	0.00725333	0.04859733	0.007344	188.97486507	139.37533867	73.95099733	2.18464552	0.0	29.13211483	0.0	0.2441618	0.424864	0.09473377	2.94138098	0.71826133	21.86338228	369.59285329	113.19225898	63.99630023	1.0705356	10.02114731	1.44599065	4.16037163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2115	3.55490241	-0.91637833	277.84790241	5.45392982	13.99956362	0.99603	0.0108	0.0	0.0	0.06171485	102.29796	0.22149	0.0	0.00812657	1.08031725	0.0	0.01883667	0.0072	0.04824	0.00729	187.585344	138.35052	73.40724	2.16858195	0.0	28.9179081	0.0	0.24236649	0.42174	0.0940372	2.91975318	0.71298	21.73802342	368.49796396	112.65608102	63.89820903	1.0705356	10.02114731	1.43638848	4.13478972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2116	3.5285698	-0.89019609	276.69423346	5.44727416	13.9033999	0.988652	0.01072	0.0	0.0	0.06125771	101.54019733	0.21984933	0.0	0.00806638	1.0723149	0.0	0.01869713	0.00714667	0.04788267	0.007236	186.19582293	137.32570133	72.86348267	2.15251838	0.0	28.70370137	0.0	0.24057118	0.418616	0.09334063	2.89812538	0.70769867	21.61266456	367.40307464	112.11990305	63.80011784	1.0705356	10.02114731	1.42678632	4.10920781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2117	3.50223719	-0.86401385	275.54056452	5.4406185	13.80723619	0.981274	0.01064	0.0	0.0	0.06080056	100.78243467	0.21820867	0.0	0.00800618	1.06431255	0.0	0.0185576	0.00709333	0.04752533	0.007182	184.80630187	136.30088267	72.31972533	2.13645481	0.0	28.48949465	0.0	0.23877588	0.415492	0.09264406	2.87649758	0.70241733	21.4873057	366.30818531	111.58372509	63.70202665	1.0705356	10.02114731	1.41718415	4.08362591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2118	3.47590458	-0.83783162	274.38689557	5.43396284	13.71107247	0.973896	0.01056	0.0	0.0	0.06034341	100.024672	0.216568	0.0	0.00794598	1.0563102	0.0	0.01841807	0.00704	0.047168	0.007128	183.4167808	135.276064	71.775968	2.12039124	0.0	28.27528792	0.0	0.23698057	0.412368	0.09194749	2.85486978	0.697136	21.36194684	365.21329598	111.04754713	63.60393545	1.0705356	10.02114731	1.40758199	4.058044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2119	3.44957197	-0.81164938	273.23322662	5.42730718	13.61490876	0.966518	0.01048	0.0	0.0	0.05988626	99.26690933	0.21492733	0.0	0.00788579	1.04830785	0.0	0.01827854	0.00698667	0.04681067	0.007074	182.02725973	134.25124533	71.23221067	2.10432767	0.0	28.06108119	0.0	0.23518526	0.409244	0.09125091	2.83324197	0.69185467	21.23658798	364.11840666	110.51136916	63.50584426	1.0705356	10.02114731	1.39797982	4.03246209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2120	3.42323936	-0.78546714	272.07955768	5.42065152	13.51874504	0.95914	0.0104	0.0	0.0	0.05942912	98.50914667	0.21328667	0.0	0.00782559	1.0403055	0.0	0.01813901	0.00693333	0.04645333	0.00702	180.63773867	133.22642667	70.68845333	2.0882641	0.0	27.84687447	0.0	0.23338995	0.40612	0.09055434	2.81161417	0.68657333	21.11122912	363.02351733	109.9751912	63.40775307	1.0705356	10.02114731	1.38837766	4.00688018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2121	3.39690675	-0.7592849	270.92588873	5.41399586	13.42258133	0.951762	0.01032	0.0	0.0	0.05897197	97.751384	0.211646	0.0	0.00776539	1.03230315	0.0	0.01799948	0.00688	0.046096	0.006966	179.2482176	132.201608	70.144696	2.07220053	0.0	27.63266774	0.0	0.23159465	0.402996	0.08985777	2.78998637	0.681292	20.98587026	361.928628	109.43901324	63.30966188	1.0705356	10.02114731	1.37877549	3.98129828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2122	3.37057414	-0.73310266	269.77221978	5.4073402	13.32641761	0.944384	0.01024	0.0	0.0	0.05851482	96.99362133	0.21000533	0.0	0.0077052	1.0243008	0.0	0.01785995	0.00682667	0.04573867	0.006912	177.85869653	131.17678933	69.60093867	2.05613696	0.0	27.41846101	0.0	0.22979934	0.399872	0.0891612	2.76835857	0.67601067	20.8605114	360.83373868	108.90283527	63.21157068	1.0705356	10.02114731	1.36917333	3.95571637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2123	3.34424153	-0.70692043	268.61855084	5.40068454	13.2302539	0.937006	0.01016	0.0	0.0	0.05805768	96.23585867	0.20836467	0.0	0.007645	1.01629845	0.0	0.01772042	0.00677333	0.04538133	0.006858	176.46917547	130.15197067	69.05718133	2.04007339	0.0	27.20425429	0.0	0.22800403	0.396748	0.08846463	2.74673077	0.67072933	20.73515254	359.73884935	108.36665731	63.11347949	1.0705356	10.02114731	1.35957116	3.93013446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2124	3.31790892	-0.68073819	267.46488189	5.39402888	13.13409018	0.929628	0.01008	0.0	0.0	0.05760053	95.478096	0.206724	0.0	0.0075848	1.0082961	0.0	0.01758089	0.00672	0.045024	0.006804	175.0796544	129.127152	68.513424	2.02400982	0.0	26.99004756	0.0	0.22620872	0.393624	0.08776806	2.72510297	0.665448	20.60979368	358.64396002	107.83047935	63.0153883	1.0705356	10.02114731	1.349969	3.90455255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2125	3.29157631	-0.65455595	266.31121294	5.38737322	13.03792647	0.92225	0.01	0.0	0.0	0.05714338	94.72033333	0.20508333	0.0	0.00752461	1.00029375	0.0	0.01744136	0.00666667	0.04466667	0.00675	173.69013333	128.10233333	67.96966667	2.00794625	0.0	26.77584083	0.0	0.22441342	0.3905	0.08707148	2.70347517	0.66016667	20.48443482	357.5490707	107.29430138	62.91729711	1.0705356	10.02114731	1.34036683	3.87897064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
